SalesOrderId,new_revenue,legacy_revenue,revenue_diff,new_amount2,new_gp,legacy_gp,gp_diff,new_term_gp,legacy_term_gp,term_gp_diff,abs_revenue_diff,abs_gp_diff,abs_term_gp_diff
10758771,7242.75,1449.0,5793.75,3476.25,3042.0,724.5,2317.5,0.0,0.0,0.0,5793.75,2317.5,0.0
10759105,432.0,432.0,0.0,,432.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10759314,7849.41,7849.41,0.0,4830.74,2810.17,2810.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10759605,3738.0,748.0,2990.0,1794.0,1570.0,374.0,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
10759737,1990.0,1990.0,0.0,,1990.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10759848,2712.0,2712.0,0.0,2280.3,431.7,431.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10759873,16940.0,,16940.0,10164.0,6776.0,,6776.0,0.0,,0.0,16940.0,6776.0,0.0
10760007,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10760809,2495.0,2495.0,0.0,,2495.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10761520,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10761654,17282.0,17282.0,0.0,8915.93,7896.07,7896.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10761688,4932.0,4932.0,0.0,4192.2,739.8,739.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10761911,1058.0,1058.0,0.0,507.6,444.4,444.4,0.0,7.58,7.58,0.0,0.0,0.0,0.0
10761913,55962.8,10787.0,45175.8,27065.28,23504.02,5393.5,18110.52,0.0,0.0,0.0,45175.8,18110.52,0.0
10764185,11453.75,2090.0,9363.75,4370.42,6038.33,1045.0,4993.33,0.0,0.0,0.0,9363.75,4993.33,0.0
10764294,360.0,360.0,0.0,288.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10764553,16734.0,3344.0,13390.0,6226.35,8835.65,1672.0,7163.65,0.0,0.0,0.0,13390.0,7163.65,0.0
10764785,6275.25,1254.0,5021.25,3012.75,2635.5,627.0,2008.5,0.0,0.0,0.0,5021.25,2008.5,0.0
10764787,2961.0,2961.0,0.0,1353.6,1254.9,1254.9,0.0,10.83,10.83,0.0,0.0,0.0,0.0
10807100,1489.0,194.0,1295.0,777.0,615.0,97.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10808166,2917.0,2917.0,0.0,2479.45,437.55,437.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10808202,2620.0,2620.0,0.0,2227.0,393.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10808236,886740.0,886740.0,0.0,215117.6,671622.4,671622.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10808370,2495.0,2495.0,0.0,1294.76,950.24,950.24,0.0,700.24,700.24,0.0,0.0,0.0,0.0
10808704,11466.0,11466.0,0.0,5504.4,4815.6,4815.6,0.0,82.2,82.2,0.0,0.0,0.0,0.0
10809102,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10809104,1995.0,1995.0,0.0,1197.0,798.0,798.0,0.0,17.93,17.93,0.0,0.0,0.0,0.0
10809121,12778.0,2562.0,10216.0,6128.5,5368.5,1281.0,4087.5,0.0,0.0,0.0,10216.0,4087.5,0.0
10809136,6011.5,6011.5,0.0,3505.73,2197.27,2197.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10809138,23788.58,3158.28,20630.3,11994.49,10214.95,1579.14,8635.81,0.0,0.0,0.0,20630.3,8635.81,0.0
10809387,1602.0,1602.0,0.0,1361.7,240.3,240.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10809406,55561.59,55561.59,0.0,38708.58,16853.01,16853.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10809523,101345.0,101345.0,0.0,61453.6,36991.4,36991.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10812144,6555.83,6555.83,0.0,3953.7,2366.13,2366.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10812178,5615.56,5615.56,0.0,3930.89,1684.67,1684.67,0.0,1684.67,1684.67,0.0,0.0,0.0,0.0
10813029,7226.0,7226.0,0.0,3468.0,3035.0,3035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10813148,17400.0,17400.0,0.0,,17400.0,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10813280,6219.0,6219.0,0.0,3690.69,2325.81,2325.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10814133,5574.0,580.0,4994.0,3246.1,2037.9,290.0,1747.9,0.0,0.0,0.0,4994.0,1747.9,0.0
10814550,2746.0,2098.0,648.0,1373.0,1373.0,1049.0,324.0,0.0,0.0,0.0,648.0,324.0,0.0
10815254,69269.15,10451.0,58818.15,35140.76,28902.89,5225.5,23677.39,0.0,0.0,0.0,58818.15,23677.39,0.0
10815303,1869.0,374.0,1495.0,824.59,857.41,187.0,670.41,0.0,0.0,0.0,1495.0,670.41,0.0
10815639,0.0,0.0,0.0,1650.0,-1650.0,-1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10815656,7485.0,7485.0,0.0,,7485.0,7485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10816841,0.0,0.0,0.0,55.0,-55.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10816909,22510.72,3465.0,19045.72,11093.6,9684.62,1732.5,7952.12,0.0,0.0,0.0,19045.72,7952.12,0.0
10817275,542.0,542.0,0.0,460.7,81.3,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10817628,2152.85,2152.85,0.0,1507.0,645.85,645.85,0.0,645.85,645.85,0.0,0.0,0.0,0.0
10817743,53264.06,6296.17,46967.89,28117.92,22481.64,3051.76,19429.88,0.0,0.0,0.0,46967.89,19429.88,0.0
10818479,361.0,361.0,0.0,,361.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10820134,299.0,299.0,0.0,194.35,104.65,104.65,0.0,104.65,104.65,0.0,0.0,0.0,0.0
10820500,6458.0,6458.0,0.0,5489.3,968.7,968.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10820736,4256.96,910.0,3346.96,2174.86,1627.1,455.0,1172.1,0.0,0.0,0.0,3346.96,1172.1,0.0
10820853,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10821221,22213.84,22213.84,0.0,13428.3,8785.54,8785.54,0.0,125.1,125.1,0.0,0.0,0.0,0.0
10821572,2474.53,495.0,1979.53,1153.13,1073.9,247.5,826.4,0.0,0.0,0.0,1979.53,826.4,0.0
10821606,813.0,813.0,0.0,691.05,121.95,121.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10822689,4473.0,4473.0,0.0,3802.05,670.95,670.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10822691,6688.0,6688.0,0.0,5684.8,1003.2,1003.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10822908,362.5,362.5,0.0,,362.5,362.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10823961,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10824529,3738.0,748.0,2990.0,1794.0,1570.0,374.0,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
10825216,13897.79,1127.0,12770.79,7665.61,5668.68,563.5,5105.18,0.0,0.0,0.0,12770.79,5105.18,0.0
10825448,1593.0,1593.0,0.0,1354.05,238.95,238.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10827903,4949.06,990.0,3959.06,2375.35,2078.71,495.0,1583.71,0.0,0.0,0.0,3959.06,1583.71,0.0
10827905,9395.48,2008.0,7387.48,4918.14,3473.34,1004.0,2469.34,0.0,0.0,0.0,7387.48,2469.34,0.0
10765219,10998.4,6186.4,4812.0,6616.09,3580.31,2935.2,645.11,0.0,0.0,0.0,4812.0,645.11,0.0
10765328,1895.0,1895.0,0.0,,1895.0,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765353,7375.0,7375.0,0.0,,7375.0,7375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765362,3790.0,3790.0,0.0,,3790.0,3790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765798,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
10766459,106820.0,106820.0,0.0,22492.75,84327.25,84327.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10766632,2594.0,2594.0,0.0,1685.44,908.56,908.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10767629,1665.0,1665.0,0.0,956.25,708.75,708.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10768297,467.0,934.0,-467.0,,467.0,934.0,-467.0,0.0,0.0,0.0,467.0,467.0,0.0
10768304,304.0,304.0,0.0,258.4,45.6,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10768931,6880.11,6880.11,0.0,4318.65,2561.46,2561.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10769065,9858.76,9858.76,0.0,6406.9,3451.86,3451.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10769208,6000.0,6000.0,0.0,,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10770703,4320.0,4320.0,0.0,3672.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10771837,703.0,703.0,0.0,562.4,140.6,140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10771948,1942.0,1942.0,0.0,1632.3,309.7,309.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10772375,3922.0,3922.0,0.0,3137.6,784.4,784.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10773052,5896.0,5896.0,0.0,5011.6,884.4,884.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10773418,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10774088,1995.0,1995.0,0.0,1294.75,700.25,700.25,0.0,700.25,700.25,0.0,0.0,0.0,0.0
10774320,1580.0,1580.0,0.0,1343.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774345,9967.5,9967.5,0.0,6478.51,3488.99,3488.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774386,2826.5,2826.5,0.0,1197.0,1047.5,1047.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774615,13712.0,13712.0,0.0,8320.36,4936.64,4936.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774856,3525.0,3525.0,0.0,944.0,2228.5,2228.5,0.0,1876.0,1876.0,0.0,0.0,0.0,0.0
10775083,15773.0,15773.0,0.0,8767.5,7005.5,7005.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10775088,3221.06,644.0,2577.06,1545.98,1353.08,322.0,1031.08,0.0,0.0,0.0,2577.06,1031.08,0.0
10775651,19369.0,19369.0,0.0,11250.0,8119.0,8119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10781306,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10781308,8049.56,1610.0,6439.56,3863.48,3381.08,805.0,2576.08,0.0,0.0,0.0,6439.56,2576.08,0.0
10781640,1222.0,1222.0,0.0,,1222.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10781899,3672.0,3672.0,0.0,2386.8,1285.2,1285.2,0.0,1285.2,1285.2,0.0,0.0,0.0,0.0
10783803,362.0,362.0,0.0,307.7,54.3,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10783805,8049.56,1610.0,6439.56,3863.48,3381.08,805.0,2576.08,0.0,0.0,0.0,6439.56,2576.08,0.0
10784037,2592.0,2592.0,0.0,2203.2,388.8,388.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10784271,295.0,295.0,0.0,177.0,118.0,118.0,0.0,2.58,2.58,0.0,0.0,0.0,0.0
10784307,13121.76,13121.76,0.0,6823.54,4986.22,4986.22,0.0,3674.22,3674.22,0.0,0.0,0.0,0.0
10784414,2992.5,2992.5,0.0,,2992.5,2992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10784875,6396.3,,6396.3,4033.7,2362.6,,2362.6,0.0,,0.0,6396.3,2362.6,0.0
10785018,1620.0,1620.0,0.0,1377.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10785152,1995.0,0.0,1995.0,1197.0,798.0,0.0,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
10785520,299.0,299.0,0.0,194.35,104.65,104.65,0.0,104.65,104.65,0.0,0.0,0.0,0.0
10785852,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10786113,7633.4,1062.0,6571.4,3940.73,3161.67,531.0,2630.67,0.0,0.0,0.0,6571.4,2630.67,0.0
10787013,798.0,798.0,0.0,478.8,319.2,319.2,0.0,7.17,7.17,0.0,0.0,0.0,0.0
10787951,3275.32,3275.32,0.0,2733.71,541.61,541.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10788392,14699.0,14699.0,0.0,7055.4,6173.6,6173.6,0.0,108.35,108.35,0.0,0.0,0.0,0.0
10788528,228.0,228.0,0.0,193.8,34.2,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10788885,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10789694,760.0,760.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10790162,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10791025,3995.0,3995.0,0.0,,3995.0,3995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10792972,7181.75,1496.0,5685.75,3411.45,3022.3,748.0,2274.3,0.0,0.0,0.0,5685.75,2274.3,0.0
10793397,6162.0,6162.0,0.0,,6162.0,6162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10794065,828.0,828.0,0.0,463.68,364.32,364.32,0.0,364.32,364.32,0.0,0.0,0.0,0.0
10794299,21642.6,16506.6,5136.0,13503.42,7697.18,5911.2,1785.98,0.0,0.0,0.0,5136.0,1785.98,0.0
10794308,4385.0,1225.0,3160.0,3206.25,1178.75,388.75,790.0,0.0,0.0,0.0,3160.0,790.0,0.0
10794310,7442.1,7442.1,0.0,5209.47,2232.63,2232.63,0.0,2232.63,2232.63,0.0,0.0,0.0,0.0
10794476,6449.89,3997.08,2452.81,5159.9,1289.99,799.42,490.57,0.0,0.0,0.0,2452.81,490.57,0.0
10794801,769152.07,193797.5,575354.57,449630.47,319521.6,65635.8,253885.8,0.0,0.0,0.0,575354.57,253885.8,0.0
10795305,3376.0,3376.0,0.0,2869.6,506.4,506.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10795410,351.0,351.0,0.0,1145.54,-794.54,-794.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10795644,2380.0,2380.0,0.0,2023.0,357.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10795778,17458.33,2092.33,15366.0,11558.66,4990.55,360.96,4629.59,0.0,0.0,0.0,15366.0,4629.59,0.0
10795780,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10797041,299.0,299.0,0.0,179.4,119.6,119.6,0.0,2.68,2.68,0.0,0.0,0.0,0.0
10797375,2500.0,2500.0,0.0,,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10797850,2485.0,2485.0,0.0,401.0,2084.0,2084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10797852,15800.0,15800.0,0.0,,15800.0,15800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798177,1088.0,1088.0,0.0,924.8,163.2,163.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798179,3928.0,3928.0,0.0,2040.1,1494.9,1494.9,0.0,1101.9,1101.9,0.0,0.0,0.0,0.0
10798184,940.0,940.0,0.0,799.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798520,6219.0,6219.0,0.0,3778.36,2238.14,2238.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798522,7761.5,7761.5,0.0,4656.9,3104.6,3104.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798654,2743.0,2743.0,0.0,1316.4,1152.1,1152.1,0.0,23.5,23.5,0.0,0.0,0.0,0.0
10798656,6439.56,,6439.56,3863.48,2576.08,,2576.08,0.0,,0.0,6439.56,2576.08,0.0
10798786,1340.0,1340.0,0.0,1139.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10798788,1495.0,,1495.0,897.0,598.0,,598.0,0.0,,0.0,1495.0,598.0,0.0
10799120,31029.72,31029.72,0.0,17657.13,11447.59,11447.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10799122,49928.24,49928.24,0.0,30533.68,17896.56,17896.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10799481,831.25,166.25,665.0,399.0,349.13,83.13,266.0,0.0,0.0,0.0,665.0,266.0,0.0
10799488,5043.0,5043.0,0.0,3025.8,2017.2,2017.2,0.0,45.18,45.18,0.0,0.0,0.0,0.0
10802589,136424.11,60620.4,75803.71,78086.06,50617.55,23995.89,26621.66,0.0,0.0,0.0,75803.71,26621.66,0.0
10802598,5394.5,5394.5,0.0,3505.73,1888.77,1888.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10803034,5738.0,873.0,4865.0,2170.2,3131.3,436.5,2694.8,0.0,0.0,0.0,4865.0,2694.8,0.0
10803059,864.0,864.0,0.0,734.4,129.6,129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10803068,456.0,456.0,0.0,387.6,68.4,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10803191,1995.0,,1995.0,1197.0,798.0,,798.0,0.0,,0.0,1995.0,798.0,0.0
10803193,2544.0,2544.0,0.0,2102.5,441.5,441.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10803766,3241.0,3241.0,0.0,2635.05,605.95,605.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10804000,995.0,,995.0,597.0,398.0,,398.0,0.0,,0.0,995.0,398.0,0.0
10804002,3738.0,748.0,2990.0,1794.0,1570.0,374.0,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
10804595,11426.25,2285.0,9141.25,5484.75,4799.0,1142.5,3656.5,0.0,0.0,0.0,9141.25,3656.5,0.0
10804727,77616.39,6500.0,71116.39,57461.2,20155.19,6500.0,13655.19,0.0,0.0,0.0,71116.39,13655.19,0.0
10804736,90.0,90.0,0.0,63.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
10804761,0.0,0.0,0.0,770.0,-770.0,-770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10805774,1795.5,1795.5,0.0,,1795.5,1795.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10827907,4048.0,810.0,3238.0,2104.06,1538.94,405.0,1133.94,0.0,0.0,0.0,3238.0,1133.94,0.0
10828524,2992.5,2992.5,0.0,,2992.5,2992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10829424,1744.0,1744.0,0.0,1482.4,261.6,261.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10829692,1058.0,1058.0,0.0,507.6,444.4,444.4,0.0,118.44,118.44,0.0,0.0,0.0,0.0
10830062,2989.75,2989.75,0.0,1521.0,1241.38,1241.38,0.0,280.8,280.8,0.0,0.0,0.0,0.0
10830079,4500.0,4500.0,0.0,2250.0,2250.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10830328,3000.0,3000.0,0.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0
10830545,29585.0,29585.0,0.0,20712.8,8872.2,8872.2,0.0,8872.2,8872.2,0.0,0.0,0.0,0.0
10830547,2614.0,324.0,2290.0,1374.0,1078.0,162.0,916.0,0.0,0.0,0.0,2290.0,916.0,0.0
10832836,1598.0,1598.0,0.0,1358.3,239.7,239.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10832953,399.0,399.0,0.0,239.4,159.6,159.6,0.0,56.02,56.02,0.0,0.0,0.0,0.0
10832970,295.0,295.0,0.0,177.0,118.0,118.0,0.0,40.26,40.26,0.0,0.0,0.0,0.0
10833402,3451.0,3451.0,0.0,2760.8,690.2,690.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10833638,1492.0,1492.0,0.0,,1492.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10833655,1916.0,1916.0,0.0,1613.8,302.2,302.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10833921,1869.0,374.0,1495.0,824.54,857.46,187.0,670.46,0.0,0.0,0.0,1495.0,670.46,0.0
10834457,10669.0,10669.0,0.0,6406.9,3857.1,3857.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10834572,6683.0,998.0,5685.0,3411.0,2773.0,499.0,2274.0,0.0,0.0,0.0,5685.0,2274.0,0.0
10834574,1884.0,1884.0,0.0,904.2,791.3,791.3,0.0,210.98,210.98,0.0,0.0,0.0,0.0
10835008,990.0,,990.0,594.0,396.0,,396.0,0.0,,0.0,990.0,396.0,0.0
10835140,966.32,966.32,0.0,,966.32,966.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10835359,4183.5,836.0,3347.5,2008.5,1757.0,418.0,1339.0,0.0,0.0,0.0,3347.5,1339.0,0.0
10835593,44263.31,8855.0,35408.31,21244.73,18591.08,4427.5,14163.58,0.0,0.0,0.0,35408.31,14163.58,0.0
10835725,864.0,864.0,0.0,734.4,129.6,129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10836061,589.5,589.5,0.0,,294.75,294.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10836778,1598.0,1598.0,0.0,1235.0,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10836780,2889.0,2889.0,0.0,2395.6,493.4,493.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10837682,7181.75,1496.0,5685.75,3411.45,3022.3,748.0,2274.3,0.0,0.0,0.0,5685.75,2274.3,0.0
10837999,13875.0,,13875.0,6937.5,6937.5,,6937.5,0.0,,0.0,13875.0,6937.5,0.0
10838001,1904.0,1904.0,0.0,1618.4,285.6,285.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10838116,4298.0,4298.0,0.0,3632.8,665.2,665.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10838118,240.0,240.0,0.0,,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10838435,7302.0,7302.0,0.0,4381.2,2920.8,2920.8,0.0,1017.6,1017.6,0.0,0.0,0.0,0.0
10840471,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
10840473,673.0,673.0,0.0,572.05,100.95,100.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10841507,1639.0,1639.0,0.0,1385.75,253.25,253.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10841741,695.0,695.0,0.0,,695.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10842262,6232.0,1247.0,4985.0,2991.0,2617.5,623.5,1994.0,0.0,0.0,0.0,4985.0,1994.0,0.0
10842377,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10842379,4968.0,4968.0,0.0,3839.41,1128.59,1128.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10843332,2396.0,2396.0,0.0,1916.8,479.2,479.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10843647,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
10843664,651.0,651.0,0.0,553.35,97.65,97.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10843717,6139.71,805.0,5334.71,3200.48,2536.73,402.5,2134.23,0.0,0.0,0.0,5334.71,2134.23,0.0
10844115,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10844132,25855.54,25855.54,0.0,17247.97,8607.57,8607.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10844168,484.0,484.0,0.0,,484.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10844802,10054.22,10054.22,0.0,6691.1,3363.12,3363.12,0.0,2415.6,2415.6,0.0,0.0,0.0,0.0
10713573,1484.0,1484.0,0.0,1261.4,222.6,222.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10713575,1728.0,1728.0,0.0,1468.8,259.2,259.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10713590,262.0,262.0,0.0,209.6,52.4,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10713941,799.0,799.0,0.0,679.15,119.85,119.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10713943,5606.0,1121.0,4485.0,2691.0,2354.5,560.5,1794.0,0.0,0.0,0.0,4485.0,1794.0,0.0
10714379,6493.75,,6493.75,3966.25,2527.5,,2527.5,0.0,,0.0,6493.75,2527.5,0.0
10714596,798.0,798.0,0.0,478.8,319.2,319.2,0.0,7.17,7.17,0.0,0.0,0.0,0.0
10714811,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10714947,3487.2,3487.2,0.0,1906.5,1580.7,1580.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10714964,4320.0,4320.0,0.0,2073.6,1814.4,1814.4,0.0,30.97,30.97,0.0,0.0,0.0,0.0
10714979,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10715649,6422.64,6422.64,0.0,5358.62,1064.02,1064.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10716451,7188.0,7188.0,0.0,5750.4,1437.6,1437.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10717066,767.0,767.0,0.0,651.95,115.05,115.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10717200,374.0,374.0,0.0,194.35,142.15,142.15,0.0,104.65,104.65,0.0,0.0,0.0,0.0
10718323,4389.0,4389.0,0.0,3730.65,658.35,658.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10718340,4000.0,4000.0,0.0,,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10719459,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
10720210,2514.0,2514.0,0.0,2136.9,377.1,377.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10720327,1002.96,1002.96,0.0,802.37,200.59,200.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10720476,13625.52,1000.0,12625.52,10100.4,3525.12,1000.0,2525.12,0.0,0.0,0.0,12625.52,2525.12,0.0
10720478,952.0,952.0,0.0,809.2,142.8,142.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10720693,994.0,994.0,0.0,844.9,149.1,149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
