Sales_Order,new_revenue,legacy_revenue,revenue_diff,new_amount2,new_gp,legacy_gp,gp_diff,new_term_gp,legacy_term_gp,term_gp_diff,abs_revenue_diff,abs_gp_diff,abs_term_gp_diff
1355997,11778.72,2145.0,9633.72,5727.4,4978.82,1072.5,3906.32,0.0,0.0,0.0,9633.72,3906.32,0.0
1356013,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1356017,39205.0,39205.0,0.0,23383.96,14904.04,14904.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356028,897.0,,897.0,537.03,359.97,,359.97,0.0,,0.0,897.0,359.97,0.0
1356035,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1356041,77971.65,13629.0,64342.65,37837.97,33319.18,6814.5,26504.68,0.0,0.0,0.0,64342.65,26504.68,0.0
1356065,6440.0,6440.0,0.0,5393.96,1046.04,1046.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356070,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1356083,1330.0,1330.0,0.0,,1330.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356085,2986.0,2986.0,0.0,2090.2,895.8,895.8,0.0,895.8,895.8,0.0,0.0,0.0,0.0
1356087,2820.0,2820.0,0.0,1692.0,1128.0,1128.0,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1356102,572.0,572.0,0.0,552.36,19.64,19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356104,4212.46,1622.46,2590.0,2636.93,1575.53,539.53,1036.0,539.53,539.53,0.0,2590.0,1036.0,0.0
1354729,5426.96,1160.0,4266.96,2773.1,2073.86,580.0,1493.86,0.0,0.0,0.0,4266.96,1493.86,0.0
1354734,887.25,845.0,42.25,754.16,133.09,126.75,6.34,0.0,0.0,0.0,42.25,6.34,0.0
1354738,3970.51,3781.44,189.07,,3970.51,3781.44,189.07,0.0,0.0,0.0,189.07,189.07,0.0
1354743,19686.05,4131.0,15555.05,9294.0,8326.55,2065.5,6261.05,0.0,0.0,0.0,15555.05,6261.05,0.0
1354768,10009.0,10009.0,0.0,7355.34,2653.66,2653.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354784,2820.0,2820.0,0.0,1692.0,1128.0,1128.0,0.0,225.6,225.6,0.0,0.0,0.0,0.0
1354789,2820.0,2820.0,0.0,1702.48,1117.52,1117.52,0.0,1117.52,1117.52,0.0,0.0,0.0,0.0
1354791,2307.9,2198.0,109.9,1961.72,346.18,329.7,16.48,0.0,0.0,0.0,109.9,16.48,0.0
1354796,1048.31,,1048.31,576.57,471.74,,471.74,0.0,,0.0,1048.31,471.74,0.0
1354799,9480.0,9480.0,0.0,4964.82,3567.18,3567.18,0.0,2619.18,2619.18,0.0,0.0,0.0,0.0
1354816,5735.0,5735.0,0.0,,5735.0,5735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354819,911.4,868.0,43.4,774.69,136.71,130.2,6.51,0.0,0.0,0.0,43.4,6.51,0.0
1354826,80.52,80.52,0.0,58.5,22.02,22.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354829,75121.15,682.24,74438.91,60073.87,15047.28,136.45,14910.83,136.45,136.45,0.0,74438.91,14910.83,0.0
1354830,1890.0,1800.0,90.0,1606.5,283.5,270.0,13.5,0.0,0.0,0.0,90.0,13.5,0.0
1354841,5798.16,5798.16,0.0,3768.01,2030.15,2030.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354843,12323.5,12323.5,0.0,7439.84,4458.66,4458.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354845,38029.14,8127.0,29902.14,19032.24,14933.4,4063.5,10869.9,0.0,0.0,0.0,29902.14,10869.9,0.0
1354854,1495.0,,1495.0,897.0,598.0,,598.0,0.0,,0.0,1495.0,598.0,0.0
1354869,200048.0,200048.0,0.0,126214.74,70986.76,70986.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354873,6913.36,,6913.36,4235.21,2678.15,,2678.15,0.0,,0.0,6913.36,2678.15,0.0
1354884,27010.96,4402.0,22608.96,13802.98,11006.98,2201.0,8805.98,0.0,0.0,0.0,22608.96,8805.98,0.0
1354898,683.55,651.0,32.55,,683.55,651.0,32.55,0.0,0.0,0.0,32.55,32.55,0.0
1354901,295.0,295.0,0.0,177.0,118.0,118.0,0.0,40.26,40.26,0.0,0.0,0.0,0.0
1354926,4904.0,981.0,3923.0,2353.23,2060.27,490.5,1569.77,0.0,0.0,0.0,3923.0,1569.77,0.0
1354938,6030.39,,6030.39,4824.31,1206.08,,1206.08,0.0,,0.0,6030.39,1206.08,0.0
1354940,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354945,3781.0,,3781.0,2268.6,1512.4,,1512.4,0.0,,0.0,3781.0,1512.4,0.0
1354949,1596.0,1596.0,0.0,1035.8,560.2,560.2,0.0,560.2,560.2,0.0,0.0,0.0,0.0
1354968,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1354973,1900.0,1900.0,0.0,950.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354993,22423.87,,22423.87,17939.04,4484.83,,4484.83,133.81,,133.81,22423.87,4484.83,133.81
1355005,6185.34,1103.0,5082.34,2960.24,2673.6,551.5,2122.1,0.0,0.0,0.0,5082.34,2122.1,0.0
1355015,2578.8,2456.0,122.8,2163.0,415.8,396.0,19.8,0.0,0.0,0.0,122.8,19.8,0.0
1355028,2704.0,2704.0,0.0,,2704.0,2704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355038,4824.0,963.0,3861.0,2316.05,2026.45,481.5,1544.95,0.0,0.0,0.0,3861.0,1544.95,0.0
1355042,6219.0,6219.0,0.0,3778.36,2238.14,2238.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355062,12042.5,12042.5,0.0,7235.4,4352.1,4352.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355072,3355.8,3196.0,159.8,2852.43,503.37,479.4,23.97,0.0,0.0,0.0,159.8,23.97,0.0
1355082,2588.0,,2588.0,2070.11,517.89,,517.89,0.0,,0.0,2588.0,517.89,0.0
1355095,11370.0,11370.0,0.0,,11370.0,11370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355101,3525.0,3525.0,0.0,1833.0,1339.5,1339.5,0.0,987.0,987.0,0.0,0.0,0.0,0.0
1355104,32972.0,32972.0,0.0,21840.24,9511.76,9511.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355123,14092.23,3011.0,11081.23,8127.74,4458.99,1505.5,2953.49,0.0,0.0,0.0,11081.23,2953.49,0.0
1356135,15602.9,15602.9,0.0,9603.04,5585.36,5585.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356138,318.0,318.0,0.0,,318.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356142,51702.92,10345.0,41357.92,24883.25,21647.17,5172.5,16474.67,0.0,0.0,0.0,41357.92,16474.67,0.0
1356144,3275.0,3275.0,0.0,1702.48,1245.02,1245.02,0.0,917.52,917.52,0.0,0.0,0.0,0.0
1356152,5589.75,5589.75,0.0,3778.36,1608.89,1608.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356154,2400.0,2400.0,0.0,1260.0,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356169,5814.0,5814.0,0.0,3778.36,2035.64,2035.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356175,2342.0,2342.0,0.0,1990.7,351.3,351.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356178,932.0,932.0,0.0,193.8,738.2,738.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356180,2274.0,455.0,1819.0,1181.99,864.51,227.5,637.01,0.0,0.0,0.0,1819.0,637.01,0.0
1356186,1160.0,1160.0,0.0,986.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356199,6232.86,6232.86,0.0,3093.97,3138.89,3138.89,0.0,2057.83,2057.83,0.0,0.0,0.0,0.0
1356213,4113.0,823.0,3290.0,1974.0,1727.5,411.5,1316.0,0.0,0.0,0.0,3290.0,1316.0,0.0
1356216,4000.0,4000.0,0.0,,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356219,12130.5,12130.5,0.0,7984.86,3873.14,3873.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356228,6810.66,1155.0,5655.66,3338.06,2895.1,577.5,2317.6,0.0,0.0,0.0,5655.66,2317.6,0.0
1356257,1295.0,,1295.0,777.0,518.0,,518.0,0.0,,0.0,1295.0,518.0,0.0
1356277,3411.75,,3411.75,2729.39,682.36,,682.36,0.0,,0.0,3411.75,682.36,0.0
1356280,24300.49,1782.0,22518.49,13515.58,9893.91,891.0,9002.91,0.0,0.0,0.0,22518.49,9002.91,0.0
1356287,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1356293,1200.0,1200.0,0.0,600.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356295,12740.5,12740.5,0.0,7235.4,5050.1,5050.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356299,1413.0,1413.0,0.0,,1413.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356301,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1356304,818.0,818.0,0.0,654.4,163.6,163.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356313,518.0,518.0,0.0,409.22,108.78,108.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356331,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1356334,658.2,658.2,0.0,394.92,263.28,263.28,0.0,92.15,92.15,0.0,0.0,0.0,0.0
1356342,3295.0,1676.0,1619.0,1893.78,728.97,162.0,566.97,0.0,0.0,0.0,1619.0,566.97,0.0
1356347,925.0,925.0,0.0,460.65,464.35,464.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356371,936.0,936.0,0.0,795.6,140.4,140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356374,906.04,906.04,0.0,641.0,265.04,265.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356381,3750.0,3750.0,0.0,,3750.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356393,2400.0,2400.0,0.0,1260.0,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356395,8874.0,8874.0,0.0,4049.4,3762.1,3762.1,0.0,905.58,905.58,0.0,0.0,0.0,0.0
1356400,3153.0,3153.0,0.0,2665.4,487.6,487.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356405,2516.0,2516.0,0.0,2012.8,503.2,503.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356410,0.0,0.0,0.0,3100.0,-3100.0,-3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356415,10000.0,10000.0,0.0,6000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356432,8229.0,8229.0,0.0,5027.74,2954.76,2954.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356443,575.0,575.0,0.0,,575.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356451,138.0,138.0,0.0,110.4,27.6,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357567,3525.0,3525.0,0.0,1692.0,1480.5,1480.5,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1357578,12830.2,12830.2,0.0,7820.53,4688.67,4688.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357584,2495.0,2495.0,0.0,,2495.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357601,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357603,26145.18,4718.0,21427.18,12938.31,11347.87,2359.0,8988.87,0.0,0.0,0.0,21427.18,8988.87,0.0
1357611,2517.0,2517.0,0.0,2139.45,377.55,377.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357613,9000.0,9000.0,0.0,,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357628,452.16,452.16,0.0,392.7,59.46,59.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357631,7433.0,7433.0,0.0,5460.06,1972.94,1972.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357633,11113.0,4633.0,6480.0,5420.7,4554.8,1962.8,2592.0,825.3,825.3,0.0,6480.0,2592.0,0.0
1357640,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
1357646,50.0,50.0,0.0,39.5,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357672,8972.0,,8972.0,4750.88,4221.12,,4221.12,0.0,,0.0,8972.0,4221.12,0.0
1357687,7482.0,1497.0,5985.0,3591.0,3142.5,748.5,2394.0,0.0,0.0,0.0,5985.0,2394.0,0.0
1357694,3738.0,748.0,2990.0,1794.0,1570.0,374.0,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
1357701,2425.0,2425.0,0.0,2053.5,371.5,371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357703,1705.25,341.0,1364.25,886.49,648.26,170.5,477.76,0.0,0.0,0.0,1364.25,477.76,0.0
1357715,598.0,598.0,0.0,358.8,239.2,239.2,0.0,83.72,83.72,0.0,0.0,0.0,0.0
1357742,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1357746,2178.0,436.0,1742.0,1250.06,709.94,218.0,491.94,0.0,0.0,0.0,1742.0,491.94,0.0
1357755,10865.47,2322.0,8543.47,6333.68,3370.79,1161.0,2209.79,0.0,0.0,0.0,8543.47,2209.79,0.0
1357760,4903.44,324.0,4579.44,2749.04,1992.4,162.0,1830.4,0.0,0.0,0.0,4579.44,1830.4,0.0
1357764,299.0,299.0,0.0,179.4,119.6,119.6,0.0,41.86,41.86,0.0,0.0,0.0,0.0
1357768,3225.0,3225.0,0.0,1512.0,1360.5,1360.5,0.0,472.76,472.76,0.0,0.0,0.0,0.0
1357772,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1357776,9904.47,1980.0,7924.47,4753.89,4160.58,990.0,3170.58,0.0,0.0,0.0,7924.47,3170.58,0.0
1357781,1800.0,,1800.0,990.0,810.0,,810.0,0.0,,0.0,1800.0,810.0,0.0
1357783,5760.0,5760.0,0.0,2880.06,2879.94,2879.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357798,44000.32,44000.32,0.0,48951.58,-19017.82,-19017.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357800,1063.0,1063.0,0.0,895.8,167.2,167.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357803,299.0,299.0,0.0,188.77,110.23,110.23,0.0,110.23,110.23,0.0,0.0,0.0,0.0
1357814,16362.38,3273.04,13089.34,8953.83,5772.03,1636.52,4135.51,0.0,0.0,0.0,13089.34,4135.51,0.0
1357824,1800.0,1800.0,0.0,1102.5,697.5,697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357826,231.8,231.8,0.0,,115.9,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357830,3000.0,3000.0,0.0,,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357833,2000.0,2000.0,0.0,1001.25,998.75,998.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357841,390.0,390.0,0.0,,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357854,3243.0,3243.0,0.0,1833.0,1198.5,1198.5,0.0,987.0,987.0,0.0,0.0,0.0,0.0
1357856,6542.4,6542.4,0.0,452.0,6090.4,6090.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357866,3488.0,698.0,2790.0,1674.0,1465.0,349.0,1116.0,0.0,0.0,0.0,2790.0,1116.0,0.0
1357875,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1357897,191.0,191.0,0.0,162.35,28.65,28.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354850,5433.0,748.0,4685.0,2811.0,2248.0,374.0,1874.0,0.0,0.0,0.0,4685.0,1874.0,0.0
1354861,465.59,,465.59,372.47,93.12,,93.12,0.0,,0.0,465.59,93.12,0.0
1354868,15000.0,15000.0,0.0,,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354879,4599.0,4599.0,0.0,2410.27,2188.73,2188.73,0.0,1119.0,1119.0,0.0,0.0,0.0,0.0
1354880,7423.59,1485.0,5938.59,3563.16,3117.93,742.5,2375.43,0.0,0.0,0.0,5938.59,2375.43,0.0
1354894,67665.17,,67665.17,53474.79,14190.38,,14190.38,0.0,,0.0,67665.17,14190.38,0.0
1354908,3456.0,3456.0,0.0,2073.6,1382.4,1382.4,0.0,649.2,649.2,0.0,0.0,0.0,0.0
1354915,1876.0,1876.0,0.0,,1876.0,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354927,5780.0,5780.0,0.0,,5780.0,5780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354934,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354935,7035.69,7035.69,0.0,3671.05,2661.14,2661.14,0.0,1957.64,1957.64,0.0,0.0,0.0,0.0
1354943,4658.31,4658.31,0.0,3039.26,1619.05,1619.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354964,4638.0,4638.0,0.0,,4638.0,4638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354965,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1354970,5443.2,5184.0,259.2,4626.72,816.48,777.6,38.88,0.0,0.0,0.0,259.2,38.88,0.0
1354981,3525.0,3525.0,0.0,1833.0,1339.5,1339.5,0.0,987.0,987.0,0.0,0.0,0.0,0.0
1354982,495.0,495.0,0.0,,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354990,7226.0,1446.0,5780.0,3468.0,3035.0,723.0,2312.0,0.0,0.0,0.0,5780.0,2312.0,0.0
1355000,1295.84,,1295.84,775.72,520.12,,520.12,0.0,,0.0,1295.84,520.12,0.0
1355003,5420.1,5162.0,258.1,4585.56,834.54,794.8,39.74,0.0,0.0,0.0,258.1,39.74,0.0
1355010,32856.85,26005.0,6851.85,26191.85,6665.0,5362.85,1302.15,0.0,0.0,0.0,6851.85,1302.15,0.0
1355041,3430.0,3430.0,0.0,,3430.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355050,5650.0,,5650.0,2825.0,2825.0,,2825.0,0.0,,0.0,5650.0,2825.0,0.0
1355053,539.57,107.91,431.66,259.0,226.62,53.96,172.66,0.0,0.0,0.0,431.66,172.66,0.0
1355055,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355071,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1355090,30863.8,30863.8,0.0,18727.68,11113.72,11113.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355102,15239.0,15239.0,0.0,9398.69,5450.81,5450.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355110,2859.44,572.0,2287.44,1372.48,1200.96,286.0,914.96,0.0,0.0,0.0,2287.44,914.96,0.0
1355114,41429.11,4607.0,36822.11,22096.34,17029.27,2303.5,14725.77,0.0,0.0,0.0,36822.11,14725.77,0.0
1355126,7590.67,1518.0,6072.67,3643.2,3188.47,759.0,2429.47,0.0,0.0,0.0,6072.67,2429.47,0.0
1355129,11268.0,11268.0,0.0,,11268.0,11268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355141,299.0,299.0,0.0,188.77,110.23,110.23,0.0,110.23,110.23,0.0,0.0,0.0,0.0
1355146,2986.2,2844.0,142.2,,2986.2,2844.0,142.2,0.0,0.0,0.0,142.2,142.2,0.0
1355150,3555.3,3386.0,169.3,2949.45,605.85,577.0,28.85,0.0,0.0,0.0,169.3,28.85,0.0
1355155,12500.0,10000.0,2500.0,,12500.0,10000.0,2500.0,0.0,0.0,0.0,2500.0,2500.0,0.0
1355158,1120.0,1120.0,0.0,,1120.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355176,73555.61,73555.61,0.0,49656.89,23149.72,23149.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355179,2436.0,314.0,2122.0,2072.55,206.45,157.0,49.45,0.0,0.0,0.0,2122.0,49.45,0.0
1355202,11596.32,11596.32,0.0,7536.02,4060.3,4060.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355208,1819.0,,1819.0,1181.99,637.01,,637.01,0.0,,0.0,1819.0,637.01,0.0
1355210,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1355213,77999.01,4925.5,73073.51,44192.86,31343.4,2462.75,28880.65,0.0,0.0,0.0,73073.51,28880.65,0.0
1355215,798.0,798.0,0.0,478.8,319.2,319.2,0.0,112.04,112.04,0.0,0.0,0.0,0.0
1355127,1370.67,274.0,1096.67,663.48,570.19,137.0,433.19,0.0,0.0,0.0,1096.67,433.19,0.0
1355132,33047.0,33047.0,0.0,23383.96,9663.04,9663.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355134,129928.56,127448.56,2480.0,99198.29,28816.81,27826.79,990.02,0.0,0.0,0.0,2480.0,990.02,0.0
1355143,10080.0,10080.0,0.0,5040.0,5040.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355147,774472.37,,774472.37,685622.04,94859.87,,94859.87,6241.85,,6241.85,774472.37,94859.87,6241.85
1355159,4548.0,910.0,3638.0,2363.98,1729.02,455.0,1274.02,0.0,0.0,0.0,3638.0,1274.02,0.0
1355165,11962.0,11962.0,0.0,7341.29,4289.71,4289.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355173,2160.0,2160.0,0.0,1036.8,907.2,907.2,0.0,241.92,241.92,0.0,0.0,0.0,0.0
1355177,9328.49,1155.0,8173.49,4956.76,3794.23,577.5,3216.73,0.0,0.0,0.0,8173.49,3216.73,0.0
1355182,2274.0,455.0,1819.0,1181.99,864.51,227.5,637.01,0.0,0.0,0.0,1819.0,637.01,0.0
1355184,790.0,790.0,0.0,624.1,165.9,165.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355192,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1355194,155.4,148.0,7.4,124.32,31.08,29.6,1.48,0.0,0.0,0.0,7.4,1.48,0.0
1355234,10573.42,,10573.42,7029.71,3543.71,,3543.71,0.0,,0.0,10573.42,3543.71,0.0
1355238,9245.3,,9245.3,6285.86,2959.44,,2959.44,0.0,,0.0,9245.3,2959.44,0.0
1355255,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355265,4548.0,910.0,3638.0,2363.98,1729.02,455.0,1274.02,0.0,0.0,0.0,3638.0,1274.02,0.0
1355272,15012.13,3003.0,12009.13,7205.28,6305.35,1501.5,4803.85,0.0,0.0,0.0,12009.13,4803.85,0.0
1355282,8530.5,8530.5,0.0,6193.56,2336.94,2336.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355286,3488.0,698.0,2790.0,1674.0,1465.0,349.0,1116.0,0.0,0.0,0.0,2790.0,1116.0,0.0
1355305,33020.6,33020.6,0.0,,33020.6,33020.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355321,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355339,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
1355350,4500.0,4500.0,0.0,,4500.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355359,4467.0,582.0,3885.0,2331.0,1845.0,291.0,1554.0,0.0,0.0,0.0,3885.0,1554.0,0.0
1355368,6785.59,,6785.59,5428.47,1357.12,,1357.12,0.0,,0.0,6785.59,1357.12,0.0
1355371,239.4,228.0,11.4,,239.4,228.0,11.4,0.0,0.0,0.0,11.4,11.4,0.0
1355374,25468.75,5305.0,20163.75,12098.25,10718.0,2652.5,8065.5,0.0,0.0,0.0,20163.75,8065.5,0.0
1355383,2394.51,,2394.51,1915.61,478.9,,478.9,0.0,,0.0,2394.51,478.9,0.0
1355404,5985.0,5985.0,0.0,3884.27,2100.73,2100.73,0.0,2100.73,2100.73,0.0,0.0,0.0,0.0
1355408,9694.84,1939.0,7755.84,4863.87,3861.47,969.5,2891.97,0.0,0.0,0.0,7755.84,2891.97,0.0
1355417,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355427,129.0,129.0,0.0,,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355432,6021.25,6021.25,0.0,3617.7,2176.05,2176.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355436,16555.42,3310.0,13245.42,8405.08,6495.34,1655.0,4840.34,0.0,0.0,0.0,13245.42,4840.34,0.0
1355439,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1355440,28633.96,3597.0,25036.96,16133.19,10702.27,1798.5,8903.77,0.0,0.0,0.0,25036.96,8903.77,0.0
1355445,648.0,,648.0,324.0,324.0,,324.0,0.0,,0.0,648.0,324.0,0.0
1355457,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355470,3292.0,348.0,2944.0,1882.12,1235.88,174.0,1061.88,0.0,0.0,0.0,2944.0,1061.88,0.0
1355475,3588.5,748.0,2840.5,1704.3,1510.2,374.0,1136.2,0.0,0.0,0.0,2840.5,1136.2,0.0
1355483,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355500,1499.0,,1499.0,898.95,600.05,,600.05,0.0,,0.0,1499.0,600.05,0.0
1355509,6232.0,1247.0,4985.0,2991.0,2617.5,623.5,1994.0,0.0,0.0,0.0,4985.0,1994.0,0.0
1356456,7580.0,7580.0,0.0,,7580.0,7580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356459,3186.88,,3186.88,2025.09,1161.79,,1161.79,0.0,,0.0,3186.88,1161.79,0.0
1356472,9382.0,1578.0,7804.0,4798.12,3794.88,789.0,3005.88,0.0,0.0,0.0,7804.0,3005.88,0.0
1356481,108560.0,,108560.0,65645.41,42914.59,,42914.59,0.0,,0.0,108560.0,42914.59,0.0
1356484,2274.0,455.0,1819.0,1181.99,864.51,227.5,637.01,0.0,0.0,0.0,1819.0,637.01,0.0
1356489,11373.57,2274.0,9099.57,5573.67,4662.9,1137.0,3525.9,0.0,0.0,0.0,9099.57,3525.9,0.0
