Sales_Order,new_revenue,legacy_revenue,revenue_diff,new_amount2,new_gp,legacy_gp,gp_diff,new_term_gp,legacy_term_gp,term_gp_diff,abs_revenue_diff,abs_gp_diff,abs_term_gp_diff
1358329,5635.31,1127.0,4508.31,2772.35,2299.46,563.5,1735.96,0.0,0.0,0.0,4508.31,1735.96,0.0
1358342,374.0,374.0,0.0,194.35,142.15,142.15,0.0,104.65,104.65,0.0,0.0,0.0,0.0
1358345,1816.0,1816.0,0.0,1543.6,272.4,272.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358358,542.83,542.83,0.0,347.43,195.4,195.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358368,3790.5,,3790.5,2274.3,1516.2,,1516.2,0.0,,0.0,3790.5,1516.2,0.0
1358397,9948.0,9948.0,0.0,8455.8,1492.2,1492.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358400,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
1358404,18219.0,18219.0,0.0,15608.77,2610.23,2610.23,0.0,2610.23,2610.23,0.0,0.0,0.0,0.0
1358409,266.0,266.0,0.0,,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358412,3588.5,748.0,2840.5,1704.3,1510.2,374.0,1136.2,0.0,0.0,0.0,2840.5,1136.2,0.0
1358417,5446.08,1089.0,4357.08,2613.99,2287.59,544.5,1743.09,0.0,0.0,0.0,4357.08,1743.09,0.0
1358428,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1358442,3738.0,748.0,2990.0,1794.0,1570.0,374.0,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
1358446,2820.0,2820.0,0.0,1833.0,987.0,987.0,0.0,987.0,987.0,0.0,0.0,0.0,0.0
1358450,4988.0,998.0,3990.0,2394.0,2095.0,499.0,1596.0,0.0,0.0,0.0,3990.0,1596.0,0.0
1358454,268.0,268.0,0.0,214.4,53.6,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358482,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358487,863.58,324.0,539.58,323.75,377.83,162.0,215.83,0.0,0.0,0.0,539.58,215.83,0.0
1354958,1232.7,1174.0,58.7,1019.13,213.57,203.4,10.17,0.0,0.0,0.0,58.7,10.17,0.0
1354967,2220.0,2220.0,0.0,1720.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354971,8477.23,1485.0,6992.23,4142.77,3591.96,742.5,2849.46,0.0,0.0,0.0,6992.23,2849.46,0.0
1354980,2847.6,2712.0,135.6,2394.32,453.28,431.7,21.58,0.0,0.0,0.0,135.6,21.58,0.0
1354991,499.8,476.0,23.8,424.83,74.97,71.4,3.57,0.0,0.0,0.0,23.8,3.57,0.0
1354994,466.74,93.0,373.74,224.25,195.99,46.5,149.49,0.0,0.0,0.0,373.74,149.49,0.0
1355009,846.0,846.0,0.0,507.6,338.4,338.4,0.0,118.44,118.44,0.0,0.0,0.0,0.0
1355019,20914.76,3970.0,16944.76,10397.12,9032.64,1985.0,7047.64,0.0,0.0,0.0,16944.76,7047.64,0.0
1355022,15666.21,3940.0,11726.21,7037.38,7556.33,2867.5,4688.83,0.0,0.0,0.0,11726.21,4688.83,0.0
1355025,2024.0,405.0,1619.0,1052.03,769.47,202.5,566.97,0.0,0.0,0.0,1619.0,566.97,0.0
1355032,4800.0,4800.0,0.0,2854.17,1945.83,1945.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355035,846.0,846.0,0.0,507.6,338.4,338.4,0.0,118.44,118.44,0.0,0.0,0.0,0.0
1355040,3108.5,648.0,2460.5,1476.3,1308.2,324.0,984.2,0.0,0.0,0.0,2460.5,984.2,0.0
1355051,5875.05,,5875.05,2153.25,3721.8,,3721.8,0.0,,0.0,5875.05,3721.8,0.0
1355059,387.0,387.0,0.0,305.73,81.27,81.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355068,34275.28,34275.28,0.0,23264.47,11010.81,11010.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355070,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355080,295.0,295.0,0.0,177.0,118.0,118.0,0.0,40.26,40.26,0.0,0.0,0.0,0.0
1355088,11782.6,9963.6,1819.0,7222.69,4303.11,3666.1,637.01,0.0,0.0,0.0,1819.0,637.01,0.0
1355099,6829.59,891.0,5938.59,3563.16,2820.93,445.5,2375.43,0.0,0.0,0.0,5938.59,2375.43,0.0
1355109,2857.5,2857.5,0.0,1698.62,1158.88,1158.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355112,3790.5,,3790.5,2274.3,1516.2,,1516.2,0.0,,0.0,3790.5,1516.2,0.0
1355153,1197.0,1197.0,0.0,776.85,420.15,420.15,0.0,420.15,420.15,0.0,0.0,0.0,0.0
1355157,10920.0,,10920.0,6667.9,4252.1,,4252.1,0.0,,0.0,10920.0,4252.1,0.0
1355160,3544.8,3376.0,168.8,3013.08,531.72,506.4,25.32,0.0,0.0,0.0,168.8,25.32,0.0
1355164,1390.0,1390.0,0.0,,1390.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355211,17487.6,17487.6,0.0,12311.88,5175.72,5175.72,0.0,5175.72,5175.72,0.0,0.0,0.0,0.0
1355221,8939.17,1683.0,7256.17,4933.5,3164.17,841.5,2322.67,0.0,0.0,0.0,7256.17,2322.67,0.0
1355237,9713.65,6397.66,3315.99,5499.98,1572.31,411.5,1160.81,0.0,0.0,0.0,3315.99,1160.81,0.0
1355241,6468.0,4001.0,2467.0,3407.25,1112.95,249.5,863.45,0.0,0.0,0.0,2467.0,863.45,0.0
1355258,1247.5,1247.5,0.0,,1247.5,1247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355261,2436.0,314.0,2122.0,1273.2,1005.8,157.0,848.8,0.0,0.0,0.0,2122.0,848.8,0.0
1355268,3489.0,499.0,2990.0,1794.0,1445.5,249.5,1196.0,0.0,0.0,0.0,2990.0,1196.0,0.0
1355280,6219.0,6219.0,0.0,3778.36,2238.14,2238.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355300,32803.08,32803.08,0.0,21235.1,11567.98,11567.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355304,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1355306,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1355310,2200.0,2200.0,0.0,1359.36,840.64,840.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355316,6800.0,6800.0,0.0,,6800.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355329,2076.0,1928.0,148.0,1549.38,526.62,1189.3,-662.68,0.0,0.0,0.0,148.0,662.68,0.0
1355331,1600.0,1600.0,0.0,,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355333,10535.1,1153.0,9382.1,5662.85,4295.75,576.5,3719.25,0.0,0.0,0.0,9382.1,3719.25,0.0
1353299,5977.65,5693.0,284.65,4782.12,1195.53,1138.6,56.93,0.0,0.0,0.0,284.65,56.93,0.0
1353301,295.0,295.0,0.0,177.0,118.0,118.0,0.0,40.26,40.26,0.0,0.0,0.0,0.0
1353314,13719.2,2484.0,11235.2,6741.18,5736.02,1242.0,4494.02,0.0,0.0,0.0,11235.2,4494.02,0.0
1353323,15327.0,2592.0,12735.0,7641.0,6390.0,1296.0,5094.0,0.0,0.0,0.0,12735.0,5094.0,0.0
1353333,1407.0,1340.0,67.0,1195.95,211.05,201.0,10.05,0.0,0.0,0.0,67.0,10.05,0.0
1353335,3209.0,642.0,2567.0,1666.75,1221.25,321.0,900.25,0.0,0.0,0.0,2567.0,900.25,0.0
1353341,4289.18,858.0,3431.18,2058.71,1801.47,429.0,1372.47,0.0,0.0,0.0,3431.18,1372.47,0.0
1353355,907.2,864.0,43.2,771.12,136.08,129.6,6.48,0.0,0.0,0.0,43.2,6.48,0.0
1353360,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353366,2494.0,499.0,1995.0,1197.0,1047.5,249.5,798.0,0.0,0.0,0.0,1995.0,798.0,0.0
1353372,13755.8,3080.0,10675.8,6827.77,5388.03,1540.0,3848.03,0.0,0.0,0.0,10675.8,3848.03,0.0
1353381,1495.0,1495.0,0.0,,1495.0,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353390,598.0,598.0,0.0,472.42,125.58,125.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353399,5750.0,5750.0,0.0,4025.77,1724.23,1724.23,0.0,1724.23,1724.23,0.0,0.0,0.0,0.0
1353402,838.95,799.0,39.95,713.11,125.84,119.85,5.99,0.0,0.0,0.0,39.95,5.99,0.0
1353406,621.0,621.0,0.0,490.59,130.41,130.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353412,2135.0,390.0,1745.0,1601.25,533.75,97.5,436.25,0.0,0.0,0.0,1745.0,436.25,0.0
1353427,11318.1,11318.1,0.0,8027.54,3290.56,3290.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353457,7174.25,7174.25,0.0,4554.52,2392.23,2392.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353472,97741.76,97741.76,0.0,68394.9,29346.86,29346.86,0.0,29346.86,29346.86,0.0,0.0,0.0,0.0
1353476,2460.0,2460.0,0.0,,2460.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353479,8000.0,8000.0,0.0,3900.0,4100.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353506,2475.0,2475.0,0.0,,2475.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353514,4290.3,4086.0,204.3,3520.97,769.33,732.7,36.63,0.0,0.0,0.0,204.3,36.63,0.0
1353521,478.8,456.0,22.8,406.98,71.82,68.4,3.42,0.0,0.0,0.0,22.8,3.42,0.0
1353558,1378.65,1313.0,65.65,1171.85,206.8,196.95,9.85,0.0,0.0,0.0,65.65,9.85,0.0
1353568,137.55,131.0,6.55,110.04,27.51,26.2,1.31,0.0,0.0,0.0,6.55,1.31,0.0
1353574,216.66,216.66,0.0,,216.66,216.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353581,202.58,202.58,0.0,,202.58,202.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353602,14770.0,14770.0,0.0,12269.57,2500.43,2500.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353605,751.8,716.0,35.8,639.03,112.77,107.4,5.37,0.0,0.0,0.0,35.8,5.37,0.0
1353627,1444.8,1376.0,68.8,1169.61,275.19,206.4,68.79,0.0,0.0,0.0,68.8,68.79,0.0
1353632,2435.0,2435.0,0.0,1461.0,974.0,974.0,0.0,340.9,340.9,0.0,0.0,0.0,0.0
1353635,3488.0,698.0,2790.0,1674.0,1465.0,349.0,1116.0,0.0,0.0,0.0,2790.0,1116.0,0.0
1353643,4408.42,1234.0,3174.42,2025.51,1765.91,617.0,1148.91,0.0,0.0,0.0,3174.42,1148.91,0.0
1353653,0.0,0.0,0.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353667,11000.0,,11000.0,6967.67,4032.33,,4032.33,0.0,,0.0,11000.0,4032.33,0.0
1353692,1094.1,1042.0,52.1,929.99,164.11,156.3,7.81,0.0,0.0,0.0,52.1,7.81,0.0
1353695,273.0,273.0,0.0,,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353707,1257.9,1198.0,59.9,1006.32,251.58,239.6,11.98,0.0,0.0,0.0,59.9,11.98,0.0
1353720,2820.0,2820.0,0.0,1692.0,1128.0,1128.0,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1353725,6124.85,6124.85,0.0,3617.7,2507.15,2507.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353664,22.0,22.0,0.0,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353671,494.4,494.4,0.0,296.64,197.76,197.76,0.0,69.38,69.38,0.0,0.0,0.0,0.0
1353673,4093.95,3899.0,194.95,3451.25,642.7,612.1,30.6,0.0,0.0,0.0,194.95,30.6,0.0
1353674,5566.25,5566.25,0.0,3617.7,1948.55,1948.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353680,1410.0,1410.0,0.0,752.7,516.3,516.3,0.0,375.3,375.3,0.0,0.0,0.0,0.0
1353681,3959.06,,3959.06,2375.37,1583.69,,1583.69,0.0,,0.0,3959.06,1583.69,0.0
1353683,19250.0,19250.0,0.0,,19250.0,19250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353684,3269.0,455.0,2814.0,1778.99,1262.51,227.5,1035.01,0.0,0.0,0.0,2814.0,1035.01,0.0
1353698,1495.0,,1495.0,897.0,598.0,,598.0,0.0,,0.0,1495.0,598.0,0.0
1353702,3814.0,,3814.0,2378.99,1435.01,,1435.01,0.0,,0.0,3814.0,1435.01,0.0
1353708,2901.59,580.0,2321.59,1666.75,944.84,290.0,654.84,0.0,0.0,0.0,2321.59,654.84,0.0
1353732,887.25,845.0,42.25,754.16,133.09,126.75,6.34,0.0,0.0,0.0,42.25,6.34,0.0
1353738,557.55,531.0,26.55,473.92,83.63,79.65,3.98,0.0,0.0,0.0,26.55,3.98,0.0
1353749,1295.0,,1295.0,777.0,518.0,,518.0,0.0,,0.0,1295.0,518.0,0.0
1353757,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1353765,10500.0,8000.0,2500.0,,10500.0,8000.0,2500.0,0.0,0.0,0.0,2500.0,2500.0,0.0
1353773,6860.84,1372.0,5488.84,3395.09,2779.75,686.0,2093.75,0.0,0.0,0.0,5488.84,2093.75,0.0
1353776,798.0,798.0,0.0,517.9,280.1,280.1,0.0,280.1,280.1,0.0,0.0,0.0,0.0
1353782,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353788,1295.0,,1295.0,777.0,518.0,,518.0,0.0,,0.0,1295.0,518.0,0.0
1353795,4572.75,4355.0,217.75,3886.84,685.91,653.25,32.66,0.0,0.0,0.0,217.75,32.66,0.0
1353805,150573.27,23002.0,127571.27,75692.86,64776.91,12898.5,51878.41,0.0,0.0,0.0,127571.27,51878.41,0.0
1353810,5776.02,1155.0,4621.02,2772.35,2426.17,577.5,1848.67,0.0,0.0,0.0,4621.02,1848.67,0.0
1353823,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353825,1096.0,1096.0,0.0,,1096.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353830,3000.0,3000.0,0.0,1800.0,1200.0,1200.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0
1353844,3893.45,1288.92,2604.53,2038.83,1607.12,565.31,1041.81,0.0,0.0,0.0,2604.53,1041.81,0.0
1353845,740.0,740.0,0.0,0.0,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353856,999.0,999.0,0.0,,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353871,2935.8,2796.0,139.8,2432.54,503.26,479.3,23.96,0.0,0.0,0.0,139.8,23.96,0.0
1353878,34400.55,34400.55,0.0,21593.25,12807.3,12807.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353881,798.0,798.0,0.0,517.9,280.1,280.1,0.0,280.1,280.1,0.0,0.0,0.0,0.0
1353887,1850.0,1850.0,0.0,,1850.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353892,3643.0,729.0,2914.0,1829.03,1449.47,364.5,1084.97,0.0,0.0,0.0,2914.0,1084.97,0.0
1353899,2474.53,495.0,1979.53,1187.69,1039.34,247.5,791.84,0.0,0.0,0.0,1979.53,791.84,0.0
1353918,3525.0,3525.0,0.0,1692.0,1480.5,1480.5,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1353921,374.0,374.0,0.0,194.35,142.15,142.15,0.0,104.65,104.65,0.0,0.0,0.0,0.0
1353922,13625.0,10125.0,3500.0,,13625.0,10125.0,3500.0,0.0,0.0,0.0,3500.0,3500.0,0.0
1353929,10155.2,10155.2,0.0,6304.52,3623.18,3623.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353949,1908.0,1908.0,0.0,1144.8,763.2,763.2,0.0,267.12,267.12,0.0,0.0,0.0,0.0
1353954,7177.0,1496.0,5681.0,3408.6,3020.4,748.0,2272.4,0.0,0.0,0.0,5681.0,2272.4,0.0
1353961,3238.0,648.0,2590.0,1554.0,1360.0,324.0,1036.0,0.0,0.0,0.0,2590.0,1036.0,0.0
1353962,10500.0,8000.0,2500.0,,10500.0,8000.0,2500.0,0.0,0.0,0.0,2500.0,2500.0,0.0
1352629,11200.0,11200.0,0.0,8620.3,2579.7,2579.7,0.0,56.58,56.58,0.0,0.0,0.0,0.0
1352631,2500.0,2500.0,0.0,,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352637,1757.7,1674.0,83.7,1494.05,263.65,251.1,12.55,0.0,0.0,0.0,83.7,12.55,0.0
1352647,1300.0,1300.0,0.0,,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352663,3525.0,3525.0,0.0,999.91,2172.59,2172.59,0.0,1820.09,1820.09,0.0,0.0,0.0,0.0
1352671,8101.0,1621.0,6480.0,3888.0,3402.5,810.5,2592.0,0.0,0.0,0.0,6480.0,2592.0,0.0
1352682,3525.0,3525.0,0.0,1692.0,1480.5,1480.5,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1352685,351.75,335.0,16.75,298.99,52.76,50.25,2.51,0.0,0.0,0.0,16.75,2.51,0.0
1352716,690.0,690.0,0.0,,690.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352719,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1352728,20000.0,20000.0,0.0,11595.42,7740.08,7740.08,0.0,794.23,794.23,0.0,0.0,0.0,0.0
1352730,4165.0,,4165.0,2707.25,1457.75,,1457.75,0.0,,0.0,4165.0,1457.75,0.0
1352735,8039.0,8039.0,0.0,4929.24,2882.26,2882.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352741,5607.0,1122.0,4485.0,2691.0,2355.0,561.0,1794.0,0.0,0.0,0.0,4485.0,1794.0,0.0
1352749,1037.0,1037.0,0.0,622.2,414.8,414.8,0.0,145.18,145.18,0.0,0.0,0.0,0.0
1352750,632.1,602.0,30.1,537.29,94.81,90.3,4.51,0.0,0.0,0.0,30.1,4.51,0.0
1352755,3176.25,3025.0,151.25,,3176.25,3025.0,151.25,0.0,0.0,0.0,151.25,151.25,0.0
1352762,137.0,137.0,0.0,117.23,19.77,19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352771,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1352774,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1352779,1444.8,1376.0,68.8,1212.54,232.26,221.2,11.06,0.0,0.0,0.0,68.8,11.06,0.0
1352783,14199.9,,14199.9,8528.84,5671.06,,5671.06,0.0,,0.0,14199.9,5671.06,0.0
1352802,6568.06,1314.0,5254.06,3152.35,2758.71,657.0,2101.71,0.0,0.0,0.0,5254.06,2101.71,0.0
1352808,327.6,312.0,15.6,262.08,65.52,62.4,3.12,0.0,0.0,0.0,15.6,3.12,0.0
1352811,9600.0,9600.0,0.0,5440.0,4160.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352813,17223.15,16403.0,820.15,14639.68,2583.47,2460.45,123.02,0.0,0.0,0.0,820.15,123.02,0.0
1352826,10000.0,10000.0,0.0,7235.4,2764.6,2764.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352836,5464.0,5464.0,0.0,3778.36,1685.64,1685.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352839,13760.22,13760.22,0.0,8637.3,5122.92,5122.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352846,2614.0,324.0,2290.0,1374.0,1078.0,162.0,916.0,0.0,0.0,0.0,2290.0,916.0,0.0
1352856,3108.5,648.0,2460.5,1476.3,1308.2,324.0,984.2,0.0,0.0,0.0,2460.5,984.2,0.0
1352866,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352869,13581.4,2716.0,10865.4,6519.17,5704.23,1358.0,4346.23,0.0,0.0,0.0,10865.4,4346.23,0.0
1352878,1619.0,324.0,1295.0,777.0,680.0,162.0,518.0,0.0,0.0,0.0,1295.0,518.0,0.0
1352882,7177.0,1496.0,5681.0,3410.97,3018.03,748.0,2270.03,0.0,0.0,0.0,5681.0,2270.03,0.0
1352896,3065.0,,3065.0,1355.59,1709.41,,1709.41,0.0,,0.0,3065.0,1709.41,0.0
1352899,2820.0,2820.0,0.0,1692.0,1128.0,1128.0,0.0,394.8,394.8,0.0,0.0,0.0,0.0
1352904,466.2,444.0,22.2,372.96,93.24,88.8,4.44,0.0,0.0,0.0,22.2,4.44,0.0
1352911,1360.8,1296.0,64.8,1156.68,204.12,194.4,9.72,0.0,0.0,0.0,64.8,9.72,0.0
1352936,1505.3,1505.3,0.0,2535.41,-1030.11,-1030.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352951,907.2,864.0,43.2,771.12,136.08,129.6,6.48,0.0,0.0,0.0,43.2,6.48,0.0
1352961,2154.6,2052.0,102.6,,2154.6,2052.0,102.6,0.0,0.0,0.0,102.6,102.6,0.0
1352966,14716.8,14016.0,700.8,12588.66,2128.14,2026.8,101.34,0.0,0.0,0.0,700.8,101.34,0.0
1352974,5651.1,3610.0,2041.1,4520.88,1130.22,722.0,408.22,0.0,0.0,0.0,2041.1,408.22,0.0
1352981,80.52,80.52,0.0,58.5,22.02,22.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352988,3468.0,3468.0,0.0,2080.8,1387.2,1387.2,0.0,485.52,485.52,0.0,0.0,0.0,0.0
1352991,155.4,148.0,7.4,124.32,31.08,29.6,1.48,0.0,0.0,0.0,7.4,1.48,0.0
1352996,19019.46,3963.0,15056.46,9032.4,8005.56,1981.5,6024.06,0.0,0.0,0.0,15056.46,6024.06,0.0
1353008,8419.0,8419.0,0.0,5126.23,3027.27,3027.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353010,3475.0,,3475.0,1042.5,2432.5,,2432.5,0.0,,0.0,3475.0,2432.5,0.0
1353020,792.47,792.47,0.0,380.44,332.83,332.83,0.0,84.49,84.49,0.0,0.0,0.0,0.0
1353038,299.0,299.0,0.0,179.4,119.6,119.6,0.0,41.86,41.86,0.0,0.0,0.0,0.0
1353042,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353049,5910.45,5629.0,281.45,5023.88,886.57,844.35,42.22,0.0,0.0,0.0,281.45,42.22,0.0
1353055,12670.18,,12670.18,10130.36,2539.82,,2539.82,0.0,,0.0,12670.18,2539.82,0.0
1353057,5760.0,5760.0,0.0,3024.0,2736.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353061,18165.0,3500.0,14665.0,10483.5,7681.5,1750.0,5931.5,0.0,0.0,0.0,14665.0,5931.5,0.0
1353070,17816.6,3564.0,14252.6,8551.32,7483.28,1782.0,5701.28,0.0,0.0,0.0,14252.6,5701.28,0.0
1353083,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353085,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353087,1995.0,1995.0,0.0,,1995.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353095,1513.0,1513.0,0.0,1008.15,504.85,504.85,0.0,504.85,504.85,0.0,0.0,0.0,0.0
1353101,3408.6,,3408.6,2040.72,1367.88,,1367.88,0.0,,0.0,3408.6,1367.88,0.0
1353112,3214.5,374.0,2840.5,1704.3,1323.2,187.0,1136.2,0.0,0.0,0.0,2840.5,1136.2,0.0
1353114,10253.25,9765.0,488.25,8212.1,2041.15,1943.95,97.2,0.0,0.0,0.0,488.25,97.2,0.0
1353122,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353124,3093.3,2946.0,147.3,1476.71,1616.59,1594.5,22.09,0.0,0.0,0.0,147.3,22.09,0.0
1353135,1407.0,1340.0,67.0,1139.0,268.0,201.0,67.0,0.0,0.0,0.0,67.0,67.0,0.0
1353138,455.7,434.0,21.7,368.9,86.8,65.1,21.7,0.0,0.0,0.0,21.7,21.7,0.0
1353143,1869.0,374.0,1495.0,897.0,785.0,187.0,598.0,0.0,0.0,0.0,1495.0,598.0,0.0
1353147,4747.27,,4747.27,2920.06,1827.21,,1827.21,0.0,,0.0,4747.27,1827.21,0.0
1353159,120.0,120.0,0.0,72.0,48.0,48.0,0.0,16.8,16.8,0.0,0.0,0.0,0.0
1353179,1122.26,,1122.26,673.58,448.68,,448.68,0.0,,0.0,1122.26,448.68,0.0
1353182,299.0,299.0,0.0,194.35,104.65,104.65,0.0,104.65,104.65,0.0,0.0,0.0,0.0
1353198,718.2,684.0,34.2,610.47,107.73,102.6,5.13,0.0,0.0,0.0,34.2,5.13,0.0
1353204,599.0,599.0,0.0,359.4,239.6,239.6,0.0,83.86,83.86,0.0,0.0,0.0,0.0
1353208,6360.0,6360.0,0.0,3816.0,2544.0,2544.0,0.0,890.4,890.4,0.0,0.0,0.0,0.0
1353210,4751.11,990.0,3761.11,2256.66,1999.45,495.0,1504.45,0.0,0.0,0.0,3761.11,1504.45,0.0
1353217,1700.0,,1700.0,1054.0,646.0,,646.0,0.0,,0.0,1700.0,646.0,0.0
1353240,357.0,357.0,0.0,214.2,142.8,142.8,0.0,46.86,46.86,0.0,0.0,0.0,0.0
1353247,71012.19,,71012.19,56809.75,14202.44,,14202.44,0.0,,0.0,71012.19,14202.44,0.0
1353254,5959.69,,5959.69,4767.75,1191.94,,1191.94,0.0,,0.0,5959.69,1191.94,0.0
1353258,2721.6,2592.0,129.6,2313.36,408.24,388.8,19.44,0.0,0.0,0.0,129.6,19.44,0.0
1353265,9000.0,9000.0,0.0,5846.02,3153.98,3153.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353272,4751.11,990.0,3761.11,2256.66,1999.45,495.0,1504.45,0.0,0.0,0.0,3761.11,1504.45,0.0
1353276,24223.32,24223.32,0.0,,24223.32,24223.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353285,27029.0,5409.0,21620.0,12972.0,11352.5,2704.5,8648.0,0.0,0.0,0.0,21620.0,8648.0,0.0
1358499,690.0,690.0,0.0,552.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358502,11997.0,11997.0,0.0,4798.8,5198.7,5198.7,0.0,1279.68,1279.68,0.0,0.0,0.0,0.0
1358532,2116.0,2116.0,0.0,1015.2,888.8,888.8,0.0,236.88,236.88,0.0,0.0,0.0,0.0
